PROBEID	SYMBOL	ENTREZID	GENENAME
200920_s_at	BTG1	694	"B-cell translocation gene 1, anti-proliferative"
200921_s_at	BTG1	694	"B-cell translocation gene 1, anti-proliferative"
200922_at	KDELR1	10945	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
200923_at	LGALS3BP	3959	"lectin, galactoside-binding, soluble, 3 binding protein"
200924_s_at	SLC3A2	6520	"solute carrier family 3 (amino acid transporter heavy chain), member 2"
200925_at	COX6A1	1337	cytochrome c oxidase subunit VIa polypeptide 1
200926_at	RPS23	6228	ribosomal protein S23
200927_s_at	RAB14	51552	"RAB14, member RAS oncogene family"
200928_s_at	RAB14	51552	"RAB14, member RAS oncogene family"
200929_at	TMED10	10972	transmembrane p24 trafficking protein 10
200930_s_at	VCL	7414	vinculin
200931_s_at	VCL	7414	vinculin
200932_s_at	DCTN2	10540	dynactin 2 (p50)
200933_x_at	RPS4X	6191	"ribosomal protein S4, X-linked"
200934_at	DEK	7913	DEK proto-oncogene
200935_at	CALR	811	calreticulin
200936_at	RPL8	6132	ribosomal protein L8
200937_s_at	RPL5	6125	ribosomal protein L5
200938_s_at	RERE	473	arginine-glutamic acid dipeptide (RE) repeats
200939_s_at	RERE	473	arginine-glutamic acid dipeptide (RE) repeats
200940_s_at	RERE	473	arginine-glutamic acid dipeptide (RE) repeats
200941_at	HSBP1	3281	heat shock factor binding protein 1
200942_s_at	HSBP1	3281	heat shock factor binding protein 1
200943_at	HMGN1	3150	high mobility group nucleosome binding domain 1
200944_s_at	HMGN1	3150	high mobility group nucleosome binding domain 1
200945_s_at	SEC31A	22872	"SEC31 homolog A, COPII coat complex component"
200946_x_at	GLUD1	2746	glutamate dehydrogenase 1
200947_s_at	GLUD1	2746	glutamate dehydrogenase 1
200948_at	MLF2	8079	myeloid leukemia factor 2
200949_x_at	RPS20	6224	ribosomal protein S20
200950_at	ARPC1A	10552	actin related protein 2/3 complex subunit 1A
200951_s_at	CCND2	894	cyclin D2
200952_s_at	CCND2	894	cyclin D2
200953_s_at	CCND2	894	cyclin D2
200954_at	ATP6V0C	527	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"
200955_at	IMMT	10989	"inner membrane protein, mitochondrial"
200956_s_at	SSRP1	6749	structure specific recognition protein 1
200957_s_at	SSRP1	6749	structure specific recognition protein 1
200958_s_at	SDCBP	6386	syndecan binding protein
200959_at	FUS	2521	FUS RNA binding protein
200960_x_at	CLTA	1211	"clathrin, light chain A"
200961_at	SEPHS2	22928	selenophosphate synthetase 2
200962_at	RPL31	6160	ribosomal protein L31
200963_x_at	RPL31	6160	ribosomal protein L31
200964_at	UBA1	7317	ubiquitin-like modifier activating enzyme 1
200965_s_at	ABLIM1	3983	actin binding LIM protein 1
200966_x_at	ALDOA	226	"aldolase A, fructose-bisphosphate"
200967_at	PPIB	5479	peptidylprolyl isomerase B (cyclophilin B)
200968_s_at	PPIB	5479	peptidylprolyl isomerase B (cyclophilin B)
200969_at	SERP1	27230	stress-associated endoplasmic reticulum protein 1
200970_s_at	SERP1	27230	stress-associated endoplasmic reticulum protein 1
200971_s_at	SERP1	27230	stress-associated endoplasmic reticulum protein 1
200972_at	TSPAN3	10099	tetraspanin 3
200973_s_at	TSPAN3	10099	tetraspanin 3
200974_at	ACTA2	59	"actin, alpha 2, smooth muscle, aorta"
200975_at	PPT1	5538	palmitoyl-protein thioesterase 1
200976_s_at	TAX1BP1	8887	Tax1 (human T-cell leukemia virus type I) binding protein 1
200977_s_at	TAX1BP1	8887	Tax1 (human T-cell leukemia virus type I) binding protein 1
200978_at	MDH1	4190	malate dehydrogenase 1
200979_at	PDHA1	5160	pyruvate dehydrogenase (lipoamide) alpha 1
200980_s_at	PDHA1	5160	pyruvate dehydrogenase (lipoamide) alpha 1
200981_x_at	GNAS	2778	GNAS complex locus
200982_s_at	ANXA6	309	annexin A6
200983_x_at	CD59	966	"CD59 molecule, complement regulatory protein"
200984_s_at	CD59	966	"CD59 molecule, complement regulatory protein"
200985_s_at	CD59	966	"CD59 molecule, complement regulatory protein"
200986_at	SERPING1	710	"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"
200987_x_at	PSME3	10197	proteasome activator subunit 3
200988_s_at	PSME3	10197	proteasome activator subunit 3
200989_at	HIF1A	3091	"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"
200990_at	TRIM28	10155	tripartite motif containing 28
200991_s_at	SNX17	9784	sorting nexin 17
200992_at	IPO7	10527	importin 7
200993_at	IPO7	10527	importin 7
200994_at	IPO7	10527	importin 7
200995_at	IPO7	10527	importin 7
200996_at	ACTR3	10096	ARP3 actin-related protein 3 homolog (yeast)
200997_at			
200998_s_at	CKAP4	10970	cytoskeleton-associated protein 4
200999_s_at	CKAP4	10970	cytoskeleton-associated protein 4
201000_at	AARS	16	alanyl-tRNA synthetase
201001_s_at			
201002_s_at			
201003_x_at			
201004_at	SSR4	6748	"signal sequence receptor, delta"
201005_at	CD9	928	CD9 molecule
201006_at	PRDX2	7001	peroxiredoxin 2
201007_at	HADHB	3032	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
201008_s_at	TXNIP	10628	thioredoxin interacting protein
201009_s_at	TXNIP	10628	thioredoxin interacting protein
201010_s_at	TXNIP	10628	thioredoxin interacting protein
201011_at	RPN1	6184	ribophorin I
201012_at	ANXA1	301	annexin A1
201013_s_at	PAICS	10606	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"
201014_s_at	PAICS	10606	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"
201015_s_at	JUP	3728	junction plakoglobin
201016_at	EIF1AX	1964	"eukaryotic translation initiation factor 1A, X-linked"
201017_at	EIF1AX	1964	"eukaryotic translation initiation factor 1A, X-linked"
201018_at	EIF1AX	1964	"eukaryotic translation initiation factor 1A, X-linked"
201019_s_at	EIF1AX	1964	"eukaryotic translation initiation factor 1A, X-linked"
201020_at	YWHAH	7533	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta"
201021_s_at	DSTN	11034	destrin (actin depolymerizing factor)
201022_s_at	DSTN	11034	destrin (actin depolymerizing factor)
201023_at	TAF7	6879	"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa"
201024_x_at	EIF5B	9669	eukaryotic translation initiation factor 5B
201025_at	EIF5B	9669	eukaryotic translation initiation factor 5B
201026_at	EIF5B	9669	eukaryotic translation initiation factor 5B
201027_s_at	EIF5B	9669	eukaryotic translation initiation factor 5B
201028_s_at	CD99	4267	CD99 molecule
201029_s_at	CD99	4267	CD99 molecule
201030_x_at	LDHB	3945	lactate dehydrogenase B
201031_s_at	HNRNPH1	3187	heterogeneous nuclear ribonucleoprotein H1 (H)
201032_at	BLCAP	10904	bladder cancer associated protein
201033_x_at	RPLP0	6175	"ribosomal protein, large, P0"
201034_at	ADD3	120	adducin 3 (gamma)
201035_s_at	HADH	3033	hydroxyacyl-CoA dehydrogenase
201036_s_at	HADH	3033	hydroxyacyl-CoA dehydrogenase
201037_at	PFKP	5214	"phosphofructokinase, platelet"
201038_s_at	ANP32A	8125	acidic nuclear phosphoprotein 32 family member A
201039_s_at	RAD23A	5886	"RAD23 homolog A, nucleotide excision repair protein"
201040_at	GNAI2	2771	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"
201041_s_at	DUSP1	1843	dual specificity phosphatase 1
201042_at	TGM2	7052	transglutaminase 2
201043_s_at	ANP32A	8125	acidic nuclear phosphoprotein 32 family member A
201044_x_at	DUSP1	1843	dual specificity phosphatase 1
201045_s_at	RAB6A	5870	"RAB6A, member RAS oncogene family"
201046_s_at	RAD23A	5886	"RAD23 homolog A, nucleotide excision repair protein"
201047_x_at	RAB6A	5870	"RAB6A, member RAS oncogene family"
201048_x_at	RAB6A	5870	"RAB6A, member RAS oncogene family"
201049_s_at	RPS18	6222	ribosomal protein S18
201050_at	PLD3	23646	"phospholipase D family, member 3"
201051_at	ANP32A	8125	acidic nuclear phosphoprotein 32 family member A
201052_s_at	PSMF1	9491	proteasome inhibitor subunit 1
201053_s_at	PSMF1	9491	proteasome inhibitor subunit 1
201054_at	HNRNPA0	10949	heterogeneous nuclear ribonucleoprotein A0
201055_s_at	HNRNPA0	10949	heterogeneous nuclear ribonucleoprotein A0
201056_at	GOLGB1	2804	golgin B1
201057_s_at	GOLGB1	2804	golgin B1
201058_s_at	MYL9	10398	myosin light chain 9
201059_at	CTTN	2017	cortactin
201060_x_at	STOM	2040	stomatin
201061_s_at	STOM	2040	stomatin
201062_at	STOM	2040	stomatin
201063_at	RCN1	5954	"reticulocalbin 1, EF-hand calcium binding domain"
201064_s_at	PABPC4	8761	"poly(A) binding protein, cytoplasmic 4 (inducible form)"
201065_s_at			
201066_at	CYC1	1537	cytochrome c-1
201067_at	PSMC2	5701	"proteasome 26S subunit, ATPase 2"
201068_s_at	PSMC2	5701	"proteasome 26S subunit, ATPase 2"
201069_at	MMP2	4313	matrix metallopeptidase 2
201070_x_at	SF3B1	23451	"splicing factor 3b, subunit 1, 155kDa"
201071_x_at	SF3B1	23451	"splicing factor 3b, subunit 1, 155kDa"
201072_s_at	SMARCC1	6599	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
201073_s_at	SMARCC1	6599	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
201074_at	SMARCC1	6599	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
201075_s_at	SMARCC1	6599	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
201076_at	SNU13	4809	"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)"
201077_s_at	SNU13	4809	"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)"
201078_at	TM9SF2	9375	transmembrane 9 superfamily member 2
201079_at	SYNGR2	9144	synaptogyrin 2
201080_at	PIP4K2B	8396	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
201081_s_at	PIP4K2B	8396	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
201082_s_at	DCTN1	1639	dynactin 1
201083_s_at	BCLAF1	9774	BCL2-associated transcription factor 1
201084_s_at	BCLAF1	9774	BCL2-associated transcription factor 1
201085_s_at	SON	6651	SON DNA binding protein
201086_x_at	SON	6651	SON DNA binding protein
201087_at	PXN	5829	paxillin
201088_at	KPNA2	3838	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1)"
201089_at	ATP6V1B2	526	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2"
201090_x_at	TUBA1B	10376	"tubulin, alpha 1b"
201091_s_at	CBX3	11335	chromobox homolog 3
201092_at	RBBP7	5931	retinoblastoma binding protein 7
201093_x_at	SDHA	6389	"succinate dehydrogenase complex subunit A, flavoprotein (Fp)"
201094_at	RPS29	6235	ribosomal protein S29
201095_at	DAP	1611	death-associated protein
201096_s_at	ARF4	378	ADP-ribosylation factor 4
201097_s_at	ARF4	378	ADP-ribosylation factor 4
201098_at	COPB2	9276	coatomer protein complex subunit beta 2 (beta prime)
201099_at	USP9X	8239	"ubiquitin specific peptidase 9, X-linked"
201100_s_at	USP9X	8239	"ubiquitin specific peptidase 9, X-linked"
201101_s_at	BCLAF1	9774	BCL2-associated transcription factor 1
201102_s_at	PFKL	5211	"phosphofructokinase, liver"
201103_x_at			
201104_x_at			
201105_at	LGALS1	3956	"lectin, galactoside-binding, soluble, 1"
201106_at	GPX4	2879	glutathione peroxidase 4
201107_s_at	THBS1	7057	thrombospondin 1
201108_s_at	THBS1	7057	thrombospondin 1
201109_s_at	THBS1	7057	thrombospondin 1
201110_s_at	THBS1	7057	thrombospondin 1
201111_at	CSE1L	1434	CSE1 chromosome segregation 1-like (yeast)
201112_s_at	CSE1L	1434	CSE1 chromosome segregation 1-like (yeast)
201113_at	TUFM	7284	"Tu translation elongation factor, mitochondrial"
201114_x_at	PSMA7	5688	proteasome subunit alpha 7
201115_at	POLD2	5425	"polymerase (DNA directed), delta 2, accessory subunit"
201116_s_at	CPE	1363	carboxypeptidase E
201117_s_at	CPE	1363	carboxypeptidase E
201118_at	PGD	5226	phosphogluconate dehydrogenase
201119_s_at	COX8A	1351	cytochrome c oxidase subunit VIIIA (ubiquitous)
201120_s_at	PGRMC1	10857	progesterone receptor membrane component 1
201121_s_at	PGRMC1	10857	progesterone receptor membrane component 1
201122_x_at	EIF5A	1984	eukaryotic translation initiation factor 5A
201123_s_at	EIF5A	1984	eukaryotic translation initiation factor 5A
201124_at	ITGB5	3693	integrin beta 5
201125_s_at	ITGB5	3693	integrin beta 5
201126_s_at	MGAT1	4245	"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
201127_s_at	ACLY	47	ATP citrate lyase
201128_s_at	ACLY	47	ATP citrate lyase
201129_at	SRSF7	6432	serine/arginine-rich splicing factor 7
201130_s_at	CDH1	999	"cadherin 1, type 1"
201131_s_at	CDH1	999	"cadherin 1, type 1"
201132_at			
201133_s_at	PJA2	9867	"praja ring finger 2, E3 ubiquitin protein ligase"
201134_x_at	COX7C	1350	cytochrome c oxidase subunit VIIc
201135_at	ECHS1	1892	"enoyl-CoA hydratase, short chain, 1, mitochondrial"
201136_at	PLP2	5355	proteolipid protein 2 (colonic epithelium-enriched)
201137_s_at	HLA-DPB1	3115	"major histocompatibility complex, class II, DP beta 1"
201138_s_at	SSB	6741	Sjogren syndrome antigen B (autoantigen La)
201139_s_at	SSB	6741	Sjogren syndrome antigen B (autoantigen La)
201140_s_at	RAB5C	5878	"RAB5C, member RAS oncogene family"
201141_at	GPNMB	10457	glycoprotein (transmembrane) nmb
201142_at	EIF2S1	1965	"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
201143_s_at	EIF2S1	1965	"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
201144_s_at	EIF2S1	1965	"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
201145_at	HAX1	10456	HCLS1 associated protein X-1
201146_at	NFE2L2	4780	"nuclear factor, erythroid 2-like 2"
201147_s_at	TIMP3	7078	TIMP metallopeptidase inhibitor 3
201148_s_at	TIMP3	7078	TIMP metallopeptidase inhibitor 3
201149_s_at	TIMP3	7078	TIMP metallopeptidase inhibitor 3
201150_s_at	TIMP3	7078	TIMP metallopeptidase inhibitor 3
201151_s_at	MBNL1	4154	muscleblind like splicing regulator 1
201152_s_at	MBNL1	4154	muscleblind like splicing regulator 1
201153_s_at	MBNL1	4154	muscleblind like splicing regulator 1
201154_x_at	RPL4	6124	ribosomal protein L4
201155_s_at	MFN2	9927	mitofusin 2
201156_s_at	RAB5C	5878	"RAB5C, member RAS oncogene family"
201157_s_at	NMT1	4836	N-myristoyltransferase 1
201158_at	NMT1	4836	N-myristoyltransferase 1
201159_s_at	NMT1	4836	N-myristoyltransferase 1
201160_s_at	YBX3	8531	Y box binding protein 3
201161_s_at	YBX3	8531	Y box binding protein 3
201162_at	IGFBP7	3490	insulin like growth factor binding protein 7
201163_s_at	IGFBP7	3490	insulin like growth factor binding protein 7
201164_s_at	PUM1	9698	pumilio RNA binding family member 1
201165_s_at	PUM1	9698	pumilio RNA binding family member 1
201166_s_at	PUM1	9698	pumilio RNA binding family member 1
201167_x_at	ARHGDIA	396	Rho GDP dissociation inhibitor (GDI) alpha
201168_x_at	ARHGDIA	396	Rho GDP dissociation inhibitor (GDI) alpha
201169_s_at	BHLHE40	8553	"basic helix-loop-helix family, member e40"
201170_s_at	BHLHE40	8553	"basic helix-loop-helix family, member e40"
201171_at	ATP6V0E1	8992	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1"
201172_x_at	ATP6V0E1	8992	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1"
201173_x_at	NUDC	10726	nudC nuclear distribution protein
201174_s_at	TERF2IP	54386	"telomeric repeat binding factor 2, interacting protein"
201175_at	TMX2	51075	thioredoxin-related transmembrane protein 2
201176_s_at	ARCN1	372	archain 1
201177_s_at	UBA2	10054	ubiquitin-like modifier activating enzyme 2
201178_at	FBXO7	25793	F-box protein 7
201179_s_at	GNAI3	2773	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"
201180_s_at	GNAI3	2773	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"
201181_at	GNAI3	2773	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"
201182_s_at	CHD4	1108	chromodomain helicase DNA binding protein 4
201183_s_at	CHD4	1108	chromodomain helicase DNA binding protein 4
201184_s_at	CHD4	1108	chromodomain helicase DNA binding protein 4
201185_at	HTRA1	5654	HtrA serine peptidase 1
201186_at	LRPAP1	4043	LDL receptor related protein associated protein 1
201187_s_at	ITPR3	3710	"inositol 1,4,5-trisphosphate receptor, type 3"
201188_s_at	ITPR3	3710	"inositol 1,4,5-trisphosphate receptor, type 3"
201189_s_at	ITPR3	3710	"inositol 1,4,5-trisphosphate receptor, type 3"
201190_s_at	PITPNA	5306	"phosphatidylinositol transfer protein, alpha"
201191_at	PITPNA	5306	"phosphatidylinositol transfer protein, alpha"
201192_s_at	PITPNA	5306	"phosphatidylinositol transfer protein, alpha"
201193_at	IDH1	3417	isocitrate dehydrogenase 1 (NADP+)
201194_at	SELENOW	6415	selenoprotein W
201195_s_at	SLC7A5	8140	"solute carrier family 7 (amino acid transporter light chain, L system), member 5"
201196_s_at	AMD1	262	adenosylmethionine decarboxylase 1
201197_at	AMD1	262	adenosylmethionine decarboxylase 1
201198_s_at	PSMD1	5707	"proteasome 26S subunit, non-ATPase 1"
201199_s_at	PSMD1	5707	"proteasome 26S subunit, non-ATPase 1"
201200_at	CREG1	8804	cellular repressor of E1A-stimulated genes 1
201201_at	CSTB	1476	cystatin B (stefin B)
201202_at	PCNA	5111	proliferating cell nuclear antigen
201203_s_at	RRBP1	6238	ribosome binding protein 1
201204_s_at	RRBP1	6238	ribosome binding protein 1
201205_at			
201206_s_at	RRBP1	6238	ribosome binding protein 1
201207_at	TNFAIP1	7126	"tumor necrosis factor, alpha-induced protein 1 (endothelial)"
201208_s_at	TNFAIP1	7126	"tumor necrosis factor, alpha-induced protein 1 (endothelial)"
201209_at	HDAC1	3065	histone deacetylase 1
201210_at	DDX3X	1654	"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked"
201211_s_at	DDX3X	1654	"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked"
201212_at	LGMN	5641	legumain
201213_at	PPP1R7	5510	"protein phosphatase 1, regulatory subunit 7"
201214_s_at	PPP1R7	5510	"protein phosphatase 1, regulatory subunit 7"
201215_at	PLS3	5358	plastin 3
201216_at	ERP29	10961	endoplasmic reticulum protein 29
201217_x_at	RPL3	6122	ribosomal protein L3
201218_at	CTBP2	1488	C-terminal binding protein 2
201219_at	CTBP2	1488	C-terminal binding protein 2
201220_x_at	CTBP2	1488	C-terminal binding protein 2
201221_s_at	SNRNP70	6625	"small nuclear ribonucleoprotein, U1 70kDa subunit"
201222_s_at	RAD23B	5887	"RAD23 homolog B, nucleotide excision repair protein"
201223_s_at	RAD23B	5887	"RAD23 homolog B, nucleotide excision repair protein"
201224_s_at	SRRM1	10250	serine/arginine repetitive matrix 1
201225_s_at	SRRM1	10250	serine/arginine repetitive matrix 1
201226_at	NDUFB8	4714	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"
201227_s_at	NDUFB8	4714	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"
201228_s_at	ARIH2	10425	ariadne RBR E3 ubiquitin protein ligase 2
201229_s_at	ARIH2	10425	ariadne RBR E3 ubiquitin protein ligase 2
201230_s_at	ARIH2	10425	ariadne RBR E3 ubiquitin protein ligase 2
201231_s_at	ENO1	2023	"enolase 1, (alpha)"
201232_s_at	PSMD13	5719	"proteasome 26S subunit, non-ATPase 13"
201233_at	PSMD13	5719	"proteasome 26S subunit, non-ATPase 13"
201234_at	ILK	3611	integrin linked kinase
201235_s_at	BTG2	7832	"BTG family, member 2"
201236_s_at	BTG2	7832	"BTG family, member 2"
201237_at	CAPZA2	830	"capping protein (actin filament) muscle Z-line, alpha 2"
201238_s_at	CAPZA2	830	"capping protein (actin filament) muscle Z-line, alpha 2"
201239_s_at			
201240_s_at	SPCS2	9789	signal peptidase complex subunit 2
201241_at	DDX1	1653	DEAD (Asp-Glu-Ala-Asp) box helicase 1
201242_s_at	ATP1B1	481	"ATPase, Na+/K+ transporting, beta 1 polypeptide"
201243_s_at	ATP1B1	481	"ATPase, Na+/K+ transporting, beta 1 polypeptide"
201244_s_at	RAF1	5894	"Raf-1 proto-oncogene, serine/threonine kinase"
201245_s_at	OTUB1	55611	"OTU deubiquitinase, ubiquitin aldehyde binding 1"
201246_s_at	OTUB1	55611	"OTU deubiquitinase, ubiquitin aldehyde binding 1"
201247_at	SREBF2	6721	sterol regulatory element binding transcription factor 2
201248_s_at	SREBF2	6721	sterol regulatory element binding transcription factor 2
201249_at	SLC2A1	6513	"solute carrier family 2 (facilitated glucose transporter), member 1"
201250_s_at	SLC2A1	6513	"solute carrier family 2 (facilitated glucose transporter), member 1"
